,screen name,mentions
6093,merkeiing,
6094,alexsan1993,ioanamuresanart
6095,CritRoleStats,
6096,Becca_slayer1,ruushes
6097,JonJohnsick,criticalrole
6098,meaghanmyvegan,
6099,Thamien,
6100,Wally_Wests,
6101,heartlesspumkin,blacksalander
6102,chyanne_erin,adragonswinging
6103,Wally_Wests,
6104,AnnVera10,
6105,otdderamin,wally_wests
6106,Benobi_219,
6107,drinksatdawn,azraillu
6108,DaisyGardnerCos,"cxptaingrayson, matthewmercer, critrolecosplay, criticalrole"
6109,parran_johnson,"chrislockey, samriegel, criticalrole"
6110,drinksatdawn,azraillu
6111,KyleWithAnN,
6112,KatWaterflame,critrolestats
6113,CritRoleStats,
6114,geekhouse83,enthusiamy
6115,ToriWoods99,bailierosenlund
6116,merkeiing,
6117,JohntheSilver81,
6118,Rbrothwell,kharypayton
6119,giraffe_sama,bailierosenlund
6120,LockeDrachen,palewhiterabbit
6121,sedona_seaside,hackedmotionart
6122,Hanhula,matthewmercer
6123,Occams_Lazer,
6124,Katsumi_ym,soapbythea
6125,DreamerAlucard,
6126,raeofsmiles95,
6127,YoursDearlyEve,"jessicritical, voiceofobrien, samriegel, criticalrole"
6128,JaccHiHey,
6129,zeagiber,wally_wests
6130,another_warlock,
6131,KyleWithAnN,
6132,xtriplet23x,demarcodraws
6133,draikana,galacticjonah
6134,AvalancheUNITE,
6135,CaptSardonic,
6136,Dexxldot,kafekalez
6137,slosharts,"mellifluious, laurabaileyvo, marisha_ray"
6138,CritRoleStats,
6139,KatWaterflame,critrolestats
6140,fireflowerXD,
6141,aimoahmed,
6142,serenityfails,
6143,GemmaAllenArt,sunnyonice
6144,DaisyGardnerCos,"theduganator, matthewmercer, critrolecosplay, criticalrole"
6145,stackedwoolongs,
6146,KatWaterflame,critrolestats
6147,zeagiber,"jessicritical, voiceofobrien, samriegel, criticalrole"
6148,si_less,
6149,sea_laire,
6150,pumatsolpatch,
6151,GRValis,rlinarts
6152,critrolememes,
6153,NotusLethe,
6154,myouihani,critrolememes
6155,quillyfied,
6156,Pellogrese,"criticalrole, matthewmercer, marisha_ray, voiceofobrien, samriegel, thevulcansalute, executivegoth"
6157,RuzgofDi,avalancheunite
6158,DaisyGardnerCos,"darling_gypsum, matthewmercer, critrolecosplay, criticalrole"
6159,psyk0zap,
6160,MidKnyteCoffee,
6161,Drgnfly42,critrolememes
6162,Akitota,sunnyonice
6163,kwansbf,queenholocene
6164,jennifermuro,"zombietardis, hicharliereeves, kristlebrooke, marisabalkus"
6165,NotTheBureauATF,
6166,kateera_,"anthrbrcknafol, criticalrole, brianwfoster"
6167,EbonyRaynebow,matthewmercer
6168,HalfElfMage,"arsequeef, itsdanicarr, samriegel"
6169,queengrqce,"becca_thebee, criticalrole, voiceofobrien"
6170,wtfmayam,criticalrole
6171,BarbBondVO,critrolememes
6172,wtfmayam,arsequeef
6173,Thamien,
6174,Trogaf,chrislockey
6175,Wally_Wests,
6176,cattheterrible,
6177,gillysagoldfish,marchyecilam
6178,Occams_Lazer,
6179,daleytwin1,critrolememes
6180,the_gnome_nyx,
6181,PrinceDali42,critrolememes
6182,ellieasta,aimoahmed
6183,Trogaf,blacksalander
6184,Occams_Lazer,
6185,Opalstar5,criticalrole
6186,Twinncrowe,sunnyonice
6187,FattSkeleton,"thatguythorfinr, babsdraws, marisha_ray, criticalrole, willingblam"
6188,romance_alot,forgingmeanings
6189,benwoodtweet,
6190,CritRoleStats,
6191,dorkchops,kafekalez
6192,wwerewolves,"ajillustrate, talksmachina"
6193,RuzgofDi,
6194,KatWaterflame,critrolestats
6195,Wally_Wests,occams_lazer
6196,Trogaf,criticalrole
6197,CritRoleStats,
6198,JaccHiHey,
6199,DJohoe28,kellyjoule
6200,Thamien,
6201,Trogaf,octy_in_boots
6202,casstalksshit,"arsequeef, executivegoth"
6203,Drgnfly42,ruzgofdi
6204,wtfmayam,"arsequeef, executivegoth"
6205,Trogaf,drawsshits
6206,MaKorewaz,toddkenreck
6207,KatWaterflame,
6208,daerksiea,
6209,Trogaf,triaelf9
6210,TakeingMyShot,forgingmeanings
6211,Gretchen_A_K,
6212,winterslex,
6213,whinyskeleton,"ajillustrate, talksmachina"
6214,Wally_Wests,
6215,heilmistress,criticalrole
6216,KyleWithAnN,
6217,nothingoskar,critrolememes
6218,AgentTopangaL,davien_art
6219,sammy55431,
6220,BardicBoa,critrolememes
6221,CaptSardonic,
6222,APigeonKing,
6223,NotTheBureauATF,
6224,nothingoskar,critrolestats
6225,mumblerbee,critrolememes
6226,Trogaf,"ajillustrate, willingblam"
6227,critcosplaybot,"dalekrulerno1, jmontilyet"
6228,critcosplaybot,marchyecilam
6229,critcosplaybot,marchyecilam
6230,critcosplaybot,marchyecilam
6231,CritRoleStats,
6232,otdderamin,criticalrole
6233,KyleWithAnN,critrolememes
6234,monstermouths,"fruitycootie, gaynecromancerr"
6235,Trogaf,bitter_sweet_to
6236,Wally_Wests,"arsequeef, executivegoth"
6237,BSchloskey,criticalrole
6238,ArtistSomeday,erisperitas
6239,AvalancheUNITE,
6240,ninefoxed,critrolememes
6241,NotTheBureauATF,cattheterrible
6242,ArcaneMage2001,criticalrole
6243,McFlyCahill90,critrolememes
6244,Trogaf,palewhiterabbit
6245,HoMArtworks,erisperitas
6246,Devon_Arcane,
6247,KatWaterflame,critrolestats
6248,Occams_Lazer,
6249,Wally_Wests,criticalrole
6250,thanatos5150,dndbeyond
6251,CarcassHH,orcbarbies
6252,idlechampions,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6253,Trogaf,triaelf9
6254,mightymauk,rlinarts
6255,KatWaterflame,
6256,Cynical_FatMan,"matthewmercer, marisha_ray, criticalrole, voiceofobrien, laurabaileyvo, executivegoth, willingblam, samriegel"
6257,Squeakster0,critrolecloset
6258,hchanooo,saturnberries
6259,mindelannn,"ajillustrate, talksmachina"
6260,marcechii,bailierosenlund
6261,NihilisticNips,larn_draws
6262,Occams_Lazer,
6263,BlanckArts,sunnyonice
6264,News_on_Shuffle,
6265,CritRoleStats,
6266,azkabqnn,
6267,Java_Bean,critrolememes
6268,FelassanMa_lath,migluzart
6269,Skrabibo,kelly_knox
6270,mindelannn,critrolestats
6271,Wumbology127,
6272,cutecumbermelon,"jessolaurus, daniellegrace__, willingblam, criticalrole"
6273,KatWaterflame,critrolestats
6274,DanLyght,voiceofobrien
6275,KatWaterflame,
6276,_BABOY_,
6277,KellyJoule,
6278,rekicakes,
6279,HoMArtworks,"arsequeef, itsdanicarr, samriegel"
6280,hchanooo,fl0werb0ys
6281,Wally_Wests,
6282,casstalksshit,drawsshits
6283,coffeecosplay,rlinarts
6284,MilesPastNormal,critrolememes
6285,thegreyhunt,hackedmotionart
6286,thefoxgirl_,bigheathen11
6287,King50841076,ruushes
6288,shanananonsense,bbgirl3191
6289,TheMadWhitaker,wumbology127
6290,girlonawhirl,saturnberries
6291,matte_bat_,
6292,casstalksshit,cryades
6293,TweetingNique,"arsequeef, willingblam"
6294,Katsumi_ym,"quitepossiblee, criticalrole, executivegoth"
6295,King50841076,critrolestats
6296,Subjudy23,
6297,TheMadWhitaker,news_on_shuffle
6298,Occams_Lazer,
6299,BlanckArts,unoobang
6300,GCPunk123,"arsequeef, itsdanicarr, samriegel"
6301,JaccHiHey,
6302,MacCoolloch,migluzart
6303,emeryofthestate,critrolememes
6304,GayNecromancerr,"monstermouths, fruitycootie, gaynecromancerr"
6305,BlanckArts,bethanybergart
6306,dgbottom,voiceofobrien
6307,ChrisWood1821,
6308,Wally_Wests,
6309,AvalancheUNITE,
6310,CritRoleStats,
6311,LucianLegacy,
6312,Lifa97640221,"variety, criticalrole"
6313,Jasmine12601,
6314,KatWaterflame,critrolestats
6315,Wally_Wests,
6316,jae_gerbomb,
6317,pogonologism,critrolestats
6318,JaccHiHey,
6319,KyleWithAnN,
6320,SciFiJeepGuy,katwaterflame
6321,dieshoujo,sunnyonice
6322,lousybren,critrolememes
6323,_Maihel,wally_wests
6324,TroublesomeGabe,
6325,VincentAlvarad7,danipanteez
6326,LyallCallum,
6327,queengrqce,voiceofobrien
6328,Wally_Wests,
6329,TroublesomeGabe,kafekalez
6330,MedicCrow,wally_wests
6331,okkerrigan,migluzart
6332,nerdcastermike,
6333,Strumwulf,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6334,dysonspheressun,"anthrbrcknafol, criticalrole, brianwfoster"
6335,lightweight_ix,occams_lazer
6336,MaskedDevera,
6337,atleastimnotde1,maryneelahaye
6338,NotTheBureauATF,
6339,MedicCrow,arsequeef
6340,__ambermarie__,critrolememes
6341,DukeLunny,triaelf9
6342,mouIinet,fl0werb0ys
6343,hickumu,critrolestats
6344,legamunt,adragonswinging
6345,CritRoleStats,
6346,BlanckArts,squidnader
6347,ColtonKling,"redheadvoodoo_, criticalrole"
6348,HurricaneSuper,
6349,hchanooo,larn_draws
6350,aroaessidhe,saturnberries
6351,DREAM_DEMON_,"arsequeef, criticalrole, voiceofobrien"
6352,KatWaterflame,critrolestats
6353,yashendra2797,matthewmercer
6354,whinyskeleton,orcbarbies
6355,t_jazzper,forgingmeanings
6356,alienfirst,alienfirst
6357,MedicCrow,drawsshits
6358,Shadow_New,kellyjoule
6359,drownutqueen,galacticjonah
6360,nosadshine11,sunnyonice
6361,disasterbard,ioanamuresanart
6362,narrochwen,"criticalrole, voiceofobrien"
6363,emmabizzack,squidnader
6364,CritRoleCosplay,daisygardnercos
6365,breese,galacticjonah
6366,awesomedude45,kellyjoule
6367,Wally_Wests,alienfirst
6368,nick14562011,laurabaileyvo
6369,FelassanMa_lath,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6370,ClaytonDouds,"criticalrole, titmouseinc"
6371,di_yce,"demarcodraws, matthewmercer"
6372,BlueEvilEye,"ajillustrate, talksmachina"
6373,AryaShepard,voiceofobrien
6374,marmasake,laurabaileyvo
6375,idlechampions,"kayncli, voiceofobrien"
6376,CritRoleStats,
6377,OrdainedCrownie,alienfirst
6378,nothingoskar,"ajillustrate, talksmachina"
6379,LukeWhiteHeart,kellyjoule
6380,JadedNightwing,"quietsnooze, triaelf9"
6381,AvengersFan19,chrislockey
6382,KatWaterflame,
6383,Jimersion,criticalrole
6384,KatWaterflame,critrolestats
6385,Wally_Wests,
6386,kristynfbrunson,aimoahmed
6387,LupineK1d,karekareo
6388,FelassanMa_lath,sunnyonice
6389,demoncrows,alienfirst
6390,dipole_m0ment,itsdanicarr
6391,AgentTopangaL,"tobyjamessharp, willingblam, babsdraws, marisha_ray"
6392,CritRoleStats,
6393,DerekLonestar,voiceofobrien
6394,alberto_camillo,"wizards_dnd, wizards, dndbeyond, criticalrole"
6395,KyleWithAnN,
6396,minrathus,tbgkaru
6397,KatWaterflame,jthomas411mania
6398,TheRealZem,laurabaileyvo
6399,KatWaterflame,critrolestats
6400,JimmySlays,"criticalrole, voiceofobrien"
6401,CritRoleStats,
6402,haelyn78,matthewmercer
6403,UoASnowman,kellyjoule
6404,SkidarStudios,
6405,LeosPineapple,larn_draws
6406,KatWaterflame,critrolestats
6407,BlueEvilEye,iika_4you
6408,lamooregalore,katwaterflame
6409,_Maihel,laurabaileyvo
6410,eterhnite,criticalrole
6411,Zelda_CR_Fan,"anodesu, voiceofobrien"
6412,RuzgofDi,
6413,ellieasta,critrolememes
6414,JMJestyr,arsequeef
6415,CritRoleCosplay,"kayncli, voiceofobrien"
6416,CritRoleStats,
6417,AgentTopangaL,tobyjamessharp
6418,SkidarStudios,
6419,daleytwin2,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6420,kateera_,toddkenreck
6421,AllyeKatDraws,
6422,JaccHiHey,
6423,Alex_The_DM,
6424,Wally_Wests,
6425,KatWaterflame,critrolestats
6426,RoseEntertains,"samriegel, mst3k"
6427,Kol_Saresk,alienfirst
6428,notafunhutt,blacksalander
6429,Wally_Wests,
6430,TheArtistModel,"rebeccacjo, dndbeyond, voiceo"
6431,RoseEntertains,"variety, criticalrole"
6432,RoseEntertains,matthewmercer
6433,26ichigo,voiceofobrien
6434,KyleWithAnN,
6435,another_warlock,
6436,natapocalypse,marisha_ray
6437,Tiamat_ZX,marisha_ray
6438,anita_fanid,critrolememes
6439,CritRoleStats,
6440,Faded_Petal,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6441,NotTheBureauATF,
6442,BlanckArts,diamancris
6443,_Sirxch,jamesjhaeck
6444,fireflowerXD,
6445,BansheeBunnie,"ajillustrate, talksmachina"
6446,michellewilleyy,criticalrole
6447,KatWaterflame,
6448,Drgnfly42,kylewithann
6449,Drgnfly42,"tiamat_zx, marisha_ray"
6450,KaiChan1412,kaiurzai
6451,Animuncula,alex_the_dm
6452,Neuromancer568,critrolememes
6453,GalacticJonah,adragonswinging
6454,AvalancheUNITE,
6455,CrunchyMeta,rlinarts
6456,CarnotLesbian,
6457,Wally_Wests,
6458,kalagrace,arsequeef
6459,antivanruffles,
6460,feeblecapricorn,
6461,AnnVera10,
6462,a_hedgeh0g,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6463,FiliSosik,critrolememes
6464,NotTheBureauATF,
6465,ganshea,bailierosenlund
6466,eerlijke1,"criticalrole, matthewmercer"
6467,BlanckArts,alarnia
6468,jigoku_nozomi,matte_bat_
6469,squeakybaluga,adragonswinging
6470,sea_laire,
6471,BlanckArts,hesste_
6472,Trendane,criticalrole
6473,CritRoleStats,
6474,HenryBarajas,"cheese_ho12, wastedwings, criticalrole"
6475,Angel88424173,laurabaileyvo
6476,Aurora_Dae,critrolememes
6477,jigoku_nozomi,"arsequeef, itsdanicarr, samriegel"
6478,BlanckArts,csmnaut
6479,AryaShepard,alienfirst
6480,lyriumboy,adragonswinging
6481,CritRoleFanart,skidarstudios
6482,Tiamat_ZX,
6483,mbriddell,"elithemutt1, hollyconrad, criticalrole, voiceofobrien, kayncli"
6484,RaesingTheAngel,
6485,squeakybaluga,alienfirst
6486,ArtistSomeday,
6487,KatWaterflame,critrolestats
6488,otdderamin,adragonswinging
6489,dipole_m0ment,itsdanicarr
6490,NLibrisVeritas,criticalrole
6491,Wally_Wests,
6492,Gretchen_A_K,
6493,Slaandere,"critrolefaces, matthewmercer, w"
6494,widowghast,bitter_sweet_to
6495,maartbox,chamonkee
6496,zombietardis,
6497,_angel_gamer_,"kayncli, voiceofobrien"
6498,CritRoleStats,
6499,omalora,
6500,JaccHiHey,avalancheunite
6501,Drgnfly42,adragonswinging
6502,RomanusAI,kellyjoule
6503,NotTheBureauATF,
6504,NotusLethe,
6505,SamTheLPer,
6506,KatWaterflame,critrolestats
6507,Willow_Reeves_,criticalrole
6508,Jimersion,avalancheunite
6509,kernno_art,
6510,l3lackpaladins,fl0werb0ys
6511,AngryNar,"jessolaurus, daniellegrace__, willingblam, criticalrole"
6512,Drgnfly42,samthelper
6513,Hotmess_Mello,chrislockey
6514,Wally_Wests,
6515,pikinchikin,maryneelahaye
6516,RuzgofDi,
6517,RidgwayGrant,skidarstudios
6518,jae_gerbomb,
6519,eerlijke1,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6520,VeshaAxewood,adragonswinging
6521,ghcalico,fl0werb0ys
6522,whiteXblackrose,notthebureauatf
6523,SubtleCuttlefsh,avalancheunite
6524,Poison_Stripes,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6525,Jimersion,
6526,RuzgofDi,samthelper
6527,Occams_Lazer,
6528,kernno_art,
6529,RaesingTheAngel,
6530,sea_laire,
6531,another_warlock,
6532,LasersAndLiches,homelessmovies
6533,Wally_Wests,
6534,carolinethegeek,
6535,my2k,
6536,CritRoleStats,
6537,NotTheBureauATF,
6538,psyk0zap,
6539,Gabriellowena,
6540,TeaAndTails,
6541,matte_bat_,
6542,merkeiing,hesste_
6543,CritRoleFanart,samthelper
6544,Occams_Lazer,
6545,BarbBondVO,notthebureauatf
6546,AlexElderGoth,samthelper
6547,RocketZman,greenroninpub
6548,EsLocoSoldado,
6549,daerksiea,
6550,Fiona_Murphey,marisha_ray
6551,AllyeKatDraws,
6552,Wally_Wests,
6553,RoseEntertains,marisha_ray
6554,EvenTallerTree,migluzart
6555,mischiefseven,hackedmotionart
6556,rosacultv,fl0werb0ys
6557,KyleWithAnN,
6558,Wally_Wests,
6559,WeirdRG,hackedmotionart
6560,yntropi,
6561,MissCryptid,
6562,leleisland,pukaparade
6563,edlunaart,"variety, criticalrole"
6564,NilesDaughter13,matthewmercer
6565,serenityfails,
6566,VileCamm,willingblam
6567,SamTheLPer,
6568,KatWaterflame,critrolestats
6569,jacogos,"kayncli, voiceofobrien"
6570,Zelda_CR_Fan,
6571,SireneStormsong,
6572,RaesingTheAngel,
6573,CritRoleStats,
6574,whooshboomtree,
6575,93418,
6576,KatWaterflame,critrolestats
6577,NotTheBureauATF,
6578,kleoevan,"86thfloor, woodsmokewords, maker"
6579,IAmSintyu,
6580,a_hedgeh0g,daisygardnercos
6581,Fiona_Murphey,"variety, criticalrole"
6582,RuzgofDi,
6583,eerlijke1,criticalrole
6584,mischiefseven,critrolememes
6585,TriaElf9,
6586,MattNeutral,
6587,vonnie_bee,
6588,Koragg1,
6589,joshuaelliott,
6590,otdderamin,triaelf9
6591,Scrubsworth,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6592,Drgnfly42,
6593,Brittanica24,
6594,GalacticJonah,galacticjonah
6595,Drgnfly42,triaelf9
6596,CritRoleStats,
6597,kateera_,notthebureauatf
6598,Wally_Wests,triaelf9
6599,KatWaterflame,critrolestats
6600,writing_shadows,
6601,snow_succubus,critrolememes
6602,NilesDaughter13,forgingmeanings
6603,otdderamin,galacticjonah
6604,antivanruffles,triaelf9
6605,a_hedgeh0g,blacksalander
6606,mumblerbee,triaelf9
6607,Wally_Wests,
6608,vonnie_bee,93418
6609,_Maihel,samriegel
6610,OhGufo,johannamation
6611,TeaAndTails,triaelf9
6612,shanananonsense,
6613,Drgnfly42,misscryptid
6614,CritRoleFanart,writing_shadows
6615,scribbleOW,"variety, criticalrole"
6616,CritRoleFanart,"vilecamm, willingblam"
6617,CritRoleFanart,triaelf9
6618,grarulfr_,daisygardnercos
6619,jackaboi_art,"ajillustrate, talksmachina"
6620,carolinethegeek,
6621,CritRoleStats,
6622,Fiona_Murphey,marisha_ray
6623,WillemijnKO,"anodesu, voiceofobrien"
6624,zachariah_dixon,"hollyconrad, voiceofobrien, criticalrole, kayncli"
6625,KatWaterflame,critrolestats
6626,NilesDaughter13,alienfirst
6627,CritRoleFaces,wally_wests
6628,kimiwhat1,critrolememes
6629,vonnie_bee,"_maihel, samriegel"
6630,KlTAKI,"jessolaurus, daniellegrace__, willingblam, criticalrole"
6631,di_yce,cobgoblin
6632,Wally_Wests,
6633,fringles_fresh,"ajillustrate, talksmachina"
6634,Anny05943342,kellyjoule
6635,HyenaGrin,
6636,ArtistSomeday,hackedmotionart
6637,_Sleepy_Bitch,tbgkaru
6638,Blackwatch_Imp,voiceofobrien
6639,JaccHiHey,
6640,merkeiing,
6641,Blackwatch_Imp,kellyjoule
6642,MonarchFisher,galacticjonah
6643,heartlesspumkin,raypilley
6644,Amali_Ow,triaelf9
6645,SurikaVoodoo,kellyjoule
6646,MirrorRain,criticalrole
6647,otdderamin,hackedmotionart
6648,fwishb0ne,galacticjonah
6649,ArtistSomeday,skidarstudios
6650,Drgnfly42,hackedmotionart
6651,omalora,
6652,eerlijke1,arsequeef
6653,RaesingTheAngel,
6654,SilentMagi,triaelf9
6655,Benobi_219,
6656,CritRoleStats,
6657,otdderamin,skidarstudios
6658,ViroValkyrie,"arsequeef, executivegoth"
6659,eerlijke1,rlinarts
6660,KatWaterflame,
6661,dyunsuk,
6662,Icebergsounds,"ajillustrate, talksmachina"
6663,paradoxbravery,vi1ukissa
6664,springcritter,criticalrole
6665,EsLocoSoldado,"eslocosoldado, matthewmercer"
6666,AvalancheUNITE,
6667,KatWaterflame,critrolestats
6668,jae_gerbomb,
6669,chaoticmaddie,ruushes
6670,nhejnicki,voiceofobrien
6671,GuyWhoCantSing,"roseentertains, criticalrole, voiceofobrien"
6672,raeofsmiles95,benobi_219
6673,chaoticmaddie,kharypayton
6674,Wally_Wests,skidarstudios
6675,CarnotLesbian,
6676,Drgnfly42,skidarstudios
6677,belleahbells,hackedmotionart
6678,CritRoleStats,
6679,chaoticmaddie,sunnyonice
6680,thebrandonbest,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6681,Hanugumo,matthewmercer
6682,KatWaterflame,critrolestats
6683,whiteXblackrose,katwaterflame
6684,chaoticmaddie,ioanamuresanart
6685,ardorwen,"birdhism, criticalrole"
6686,Wally_Wests,
6687,vonnie_bee,
6688,simplenessicity,orcbarbies
6689,TheUnFunnyOne,kellyjoule
6690,paradoxbravery,"mellifluious, laurabaileyvo, marisha_ray"
6691,simplenessicity,forgingmeanings
6692,HalfElfMage,triaelf9
6693,ZekeFenelon,
6694,ALLLTheRiches,adragonswinging
6695,kleoevan,homelessmovies
6696,StecherVienna,"variety, criticalrole"
6697,NotTheBureauATF,
6698,Sladepool420,matthewmercer
6699,HurricaneSuper,"criticalrole, titmouseinc"
6700,Noxspear,
6701,K0dakHalfBlack,matthewmercer
6702,Wally_Wests,
6703,danxgraham,danipanteez
6704,curlyinsaneguy,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6705,winterslex,
6706,BloodOfStarsArt,larn_draws
6707,varizzzi,fl0werb0ys
6708,Call_Me_Roan,adragonswinging
6709,Arcyo,
6710,CritRoleStats,
6711,KatWaterflame,critrolestats
6712,LaRaeRLaBouff,abbyriceberry
6713,vonnie_bee,
6714,DnD_Lich,"jimersion, itsdanicarr, criticalrole"
6715,CaptSardonic,
6716,dragonbornready,
6717,jackaboi_art,migluzart
6718,katieliccardo,
6719,NotusLethe,
6720,KyleWithAnN,
6721,Drgnfly42,
6722,mintjubileesart,
6723,raeofsmiles95,
6724,CritRoleStats,
6725,eerlijke1,blacksalander
6726,CaptSardonic,
6727,williamknoxlaw,
6728,JaccHiHey,
6729,vonnie_bee,
6730,Wally_Wests,
6731,NotTheBureauATF,
6732,BallahPanda,"86thfloor, woodsmokewords, maker"
6733,ParodyWizard,"arsequeef, executivegoth"
6734,sapphoschild,sunnyonice
6735,KatWaterflame,critrolestats
6736,mintjubileesart,fl0werb0ys
6737,Wally_Wests,
6738,elso_zee,voiceofobrien
6739,CritRoleStats,
6740,IronBearLopez,critrolestats
6741,KatWaterflame,critrolestats
6742,AnnVera10,
6743,DeMarcoDraws,
6744,kkxtelyn,anemonetea
6745,Wally_Wests,
6746,EsLocoSoldado,eslocosoldado
6747,omalora,"demarcodraws, thevulcansalu"
6748,sc_tillery,deerlordhunter
6749,Drgnfly42,
6750,CritRoleStats,
6751,otdderamin,"demarcodraws, thevulcansalu"
6752,Neuromancer568,triaelf9
6753,_Maihel,laurabaileyvo
6754,CritRoleStats,
6755,KnightKiwi,rlinarts
6756,Anny05943342,criticalrole
6757,Marc_Uchiha2000,matthewmercer
6758,tusktief,"malkamok, max_dunbar"
6759,KezzieZ,palewhiterabbit
6760,Wally_Wests,
6761,Drgnfly42,"demarcodraws, thevulcansalu"
6762,queengrqce,"kayncli, voiceofobrien"
6763,mystic_dragongm,"kayncli, voiceofobrien"
6764,KatWaterflame,critrolestats
6765,haelyn78,matthewmercer
6766,KatWaterflame,critrolestats
6767,RachieeLou,kellyjoule
6768,CritRoleFanart,"demarcodraws, thevulcansalu"
6769,_princessguards,saturnberries
6770,serenityfails,
6771,queengrqce,sunnyonice
6772,_Maihel,samriegel
6773,Arrezos,galacticjonah
6774,minrathus,
6775,JaccHiHey,
6776,LonelysTheName,kellyjoule
6777,_princessguards,"anodesu, voiceofobrien"
6778,kylietmo,oinkyfalcon
6779,Akandamador,
6780,Marc_Uchiha2000,"scionofflame, matthewmercer"
6781,Wally_Wests,
6782,Devariah_,
6783,battleangst,_strawberryfox_
6784,IAmSintyu,
6785,MakenzieLaneDA,
6786,KatWaterflame,jthomas411mania
6787,AnnVera10,
6788,SireneStormsong,
6789,TeaAndTails,"demarcodraws, thevulcansalu"
6790,CritRoleStats,
6791,NilesDaughter13,"raunoprops, azur_seven, xaigue"
6792,BelovedHades,fl0werb0ys
6793,KatWaterflame,critrolestats
6794,wastedwings,"henrybarajas, cheese_ho12, criticalrole"
6795,Burlyman,matthewmercer
6796,vonnie_bee,"demarcodraws, thevulcansalu"
6797,NearlyAVagabond,
6798,azkabqnn,
6799,JaccHiHey,
6800,FalloutGirl2277,critrolememes
6801,gmadjohansson,marisha_ray
6802,beewithlocaltin,saturnberries
6803,stonedfag,unoobang
6804,mystic_dragongm,
6805,vonnie_bee,serenityfails
6806,Cardcaptor_Ari,criticalrole
6807,minman89,criticalrole
6808,critrolememes,
6809,CritRoleStats,
6810,williamknoxlaw,vonnie_bee
6811,CaptainCatTrek,"arsequeef, executivegoth"
6812,KatWaterflame,critrolestats
6813,sluttyyoshi,toddkenreck
6814,vonnie_bee,makenzielaneda
6815,ObsidianHealer,"hollyconrad, criticalrole, voiceofobrien, kayncli"
6816,di_yce,rlinarts
6817,eerlijke1,"ajillustrate, talksmachina"
6818,_Maihel,azkabqnn
6819,xpyroguex,ioanamuresanart
6820,AllyeKatDraws,
6821,Jimersion,makenzielaneda
6822,News_on_Shuffle,makenzielaneda
6823,SireneStormsong,makenzielaneda
6824,Dirt_Goth,adragonswinging
6825,Wally_Wests,
6826,CritRoleStats,
6827,walkamidststars,wally_wests
6828,KatWaterflame,critrolestats
6829,Mav_Mentation,mystic_dragongm
6830,MistyBloo52,deerlordhunter
6831,vdsora32,triaelf9
6832,whiteXblackrose,critrolememes
6833,_princessguards,kellyjoule
6834,neko_grima,critrolememes
6835,BlackSalander,
6836,CaptSardonic,
6837,otdderamin,makenzielaneda
6838,NilesDaughter13,"anodesu, voiceofobrien"
6839,ryplinn,quietsnooze
6840,Wally_Wests,
6841,neko_grima,"critrolememes, marisha_ray"
6842,neko_grima,critrolememes
6843,ryplinn,quietsnooze
6844,adidad_,critrolememes
6845,CritRoleStats,
6846,Wally_Wests,
6847,goblinvogue,sunnyonice
6848,KatWaterflame,critrolestats
6849,D_H_Torkavian,"satinephoenix, criticalrole"
6850,_Maihel,blacksalander
6851,versax3,"justinmcelroy, doccurm, criticalrole, thezonecast"
6852,caduceusbae,marisha_ray
6853,caduceusbae,voiceofobrien
6854,EvenTallerTree,forgingmeanings
6855,FiliSosik,bitter_sweet_to
6856,KatWaterflame,
6857,SheepDraws,sunnyonice
6858,anibydesign,jennifermuro
6859,CritRoleFanart,nearlyavagabond
6860,CritRoleFanart,blacksalander
6861,EvenTallerTree,saturnberries
6862,RPulner,
6863,vonnie_bee,
6864,KatWaterflame,quietsnooze
6865,elfmade_chaos,stormscosplays
6866,mystic_dragongm,arsequeef
6867,Nylei1102,arsequeef
6868,Kot_z_Cheshire,"criticalrole, voiceofobrien, matthewmercer"
6869,CritRoleStats,
6870,omalora,
6871,Myndel13,kellyjoule
6872,FiliSosik,"demarcodraws, thevulcansalu"
6873,KatWaterflame,critrolestats
6874,pink_wyvern,galacticjonah
6875,FiliSosik,"86thfloor, woodsmokewords, maker"
6876,carolinethegeek,
6877,lizard_of_oz_,zephyri
6878,AarikSkuulfire,kickstarter
6879,Wally_Wests,
6880,fancykittens,migluzart
6881,Hornswaggler,larn_draws
6882,eerlijke1,forgingmeanings
6883,melodychiart,
6884,mystic_dragongm,"demarcodraws, matthewmercer"
6885,genki_garbage,migluzart
6886,EustaceChase,akapassion
6887,FiliSosik,skidarstudios
6888,rinalicat,aimoahmed
6889,jackaboi_art,arsequeef
6890,CritRoleStats,
6891,el_bell_,forgingmeanings
6892,PSan14,"matthewmercer, realturtlemike, deborahannwoll, criticalrole, marisha_ray, tommywalker24, juliamdennis"
