,screen name,mentions
2285,abbythecleric,wagonageoregons
2286,vonnie_bee,critrolestats
2287,DeptheSierra,
2288,Wally_Wests,
2289,Jimersion,azkabqnn
2290,MaskedDevera,
2291,CritRoleStats,
2292,zebardbaird,critrolestats
2293,psyk0zap,
2294,ellieasta,wally_wests
2295,BlackSalander,
2296,skytramps,
2297,merkeiing,jigoku_nozomi
2298,ArseQueef,
2299,KatWaterflame,critrolestats
2300,KyleWithAnN,wagonageoregons
2301,KetsyCola,
2302,otdderamin,blacksalander
2303,Wally_Wests,
2304,vieraviglon,
2305,DurtMcGurk,"hollyconrad, criticalrole, voiceofobrien, kayncli"
2306,heythistlewitch,blacksalander
2307,vonnie_bee,kadoesthings
2308,otdderamin,arsequeef
2309,taintedidealist,
2310,V3RTlC4L,"thatscarletmoth, voiceofobrien, criticalrole, hollyconrad, kayncli"
2311,opininginplay,
2312,Shenorai,rlinarts
2313,Thamien,arsequeef
2314,Wally_Wests,
2315,AllyeKatDraws,
2316,ThornyEmbrace,blacksalander
2317,theccnerd,voiceofobrien
2318,abbythecleric,arsequeef
2319,ninefoxed,arsequeef
2320,CubeIsHorse,arsequeef
2321,fireeyeschica,arsequeef
2322,News_on_Shuffle,
2323,widowghast,arsequeef
2324,ellieasta,blacksalander
2325,zebardbaird,
2326,whiteXblackrose,blacksalander
2327,holdfeelings,blacksalander
2328,mrg_west,arsequeef
2329,kahruveldesign,
2330,TrinityBat,arsequeef
2331,Giraffemonger,ruushes
2332,CritRoleStats,
2333,KatWaterflame,
2334,Banymasimo,
2335,fswrites,criticalrole
2336,TheRunningYeti,"nightwing2024, gfitchy, dicerainstrider, marcusopera, variety, tallsquall, criticalrole, netflix"
2337,VesperDeRolo,wally_wests
2338,abbythecleric,kadoesthings
2339,holdfeelings,arsequeef
2340,metzger_katie,
2341,Telanana,
2342,otdderamin,critrolestats
2343,WagonAgeOregons,
2344,opininginplay,
2345,daerksiea,
2346,KatWaterflame,critrolestats
2347,CatowlLatte,rlinarts
2348,inert_raptor,arsequeef
2349,disastrousgay,arsequeef
2350,thatguythorfinr,"stongholdart, babsdraws, marisha_ray, criticalrole, willingblam"
2351,Bluebirddraws,
2352,RuzgofDi,
2353,UselessRogue,kadoesthings
2354,shane_const,
2355,UHNGirl,daerksiea
2356,ProfessorFandom,blacksalander
2357,Frostylicker,
2358,NorCalMythos,"demarcodraws, matthewmercer"
2359,drsbello,arsequeef
2360,SMOSHrules117,arsequeef
2361,SuperGeek514,arsequeef
2362,hidden_collette,arsequeef
2363,EncounterJoshua,"thetruedudeist, criticalrole, matthewmercer, dndbeyond, wizards_dnd"
2364,kurodorowa,"ajillustrate, talksmachina"
2365,toasterposey,
2366,VesperDeRolo,
2367,damsuda,forgingmeanings
2368,GalacticGalilel,karekareo
2369,KyleWithAnN,arsequeef
2370,stormicorgi,"ajillustrate, talksmachina"
2371,thatguythorfinr,"darcytwitch, babsdraws, marisha_ray, criticalrole, willingblam"
2372,salubriousbrew,"kayncli, voiceofobrien"
2373,_Maihel,"fswrites, criticalrole"
2374,zebardbaird,arsequeef
2375,Cybrwulf1201,
2376,zebardbaird,blacksalander
2377,dustbinflowers,
2378,FiliSosik,"ajillustrate, talksmachina"
2379,carolinethegeek,
2380,ellieasta,arsequeef
2381,shinjitier,"pxelslayer, marisha_ray"
2382,davanti,milliemuns
2383,Night_Blooming_,criticalrole
2384,zebardbaird,wagonageoregons
2385,theccnerd,"arsequeef, voiceofobrien, samriegel"
2386,__ambermarie__,drawsshits
2387,CritRoleStats,
2388,__ambermarie__,arsequeef
2389,Yepme10,"hollyconrad, criticalrole, voiceofobrien, kayncli"
2390,nargles4life,orcbarbies
2391,WagonAgeOregons,arsequeef
2392,Broadwhey_baby,
2393,merkeiing,
2394,omalora,
2395,thatguythorfinr,"thegingersnappd, babsdraws, marisha_ray, criticalrole, willingblam"
2396,Shenorai,forgingmeanings
2397,daerksiea,
2398,whiteXblackrose,daerksiea
2399,KatWaterflame,critrolestats
2400,jwagner13,arsequeef
2401,zebardbaird,abbythecleric
2402,Wally_Wests,
2403,ninefoxed,
2404,Faerie_Dragon,karekareo
2405,AROYALMOON,aroyalmoon
2406,CaptainCatTrek,fuyuhangetsu
2407,BrianWFoster,"anthrbrcknafol, criticalrole, brianwfoster"
2408,AROYALMOON,aroyalmoon
2409,MR_Younieverse,kellyjoule
2410,raeofsmiles95,
2411,sweet_danica,
2412,fswrites,"_maihel, criticalrole"
2413,Oak2Rainy,arsequeef
2414,ellaybranton,
2415,ikissmonsters,blacksalander
2416,BrianWFoster,"anthrbrcknafol, criticalrole"
2417,EsLocoSoldado,eslocosoldado
2418,fighterlesbian,blacksalander
2419,kahruveldesign,blacksalander
2420,hawkspiral,sunnyonice
2421,arielleG,
2422,merkeiing,ruzgofdi
2423,CritRoleStats,
2424,Wally_Wests,
2425,mocrows,
2426,VioletVioIence,
2427,halafell,arsequeef
2428,KatWaterflame,critrolestats
2429,merkeiing,wagonageoregons
2430,Gretchen_A_K,
2431,ellieasta,wally_wests
2432,ikeptyourcat,
2433,thatsilentaitch,"samriegel, criticalrole, kickstarter"
2434,_Maihel,raeofsmiles95
2435,RuzgofDi,
2436,VesperDeRolo,critrolestats
2437,SailorHannibal,
2438,HeyTrucBidules,
2439,Arcaniphage,
2440,ProfChestnut,"skinlikewinter, criticalrole, dndbeyond"
2441,TanadaPanther,"arsequeef, willingblam"
2442,KyleWithAnN,
2443,BlueKlok,"hollyconrad, criticalrole, voiceofobrien, kayncli"
2444,Benobi_219,
2445,ellieasta,kylewithann
2446,KatWaterflame,sams_mug
2447,Wally_Wests,
2448,nebulaeon,arsequeef
2449,Devariah_,
2450,Drgnfly42,"anthrbrcknafol, criticalrole, brianwfoster"
2451,Arcyo,
2452,baronessbamf,kellyjoule
2453,WelcomeDungeon,"criticalrole, dndbeyond"
2454,Banymasimo,
2455,CritRoleStats,
2456,BrianWFoster,
2457,carolinethegeek,
2458,otdderamin,"anthrbrcknafol, criticalrole, brianwfoster"
2459,FelassanMa_lath,larn_draws
2460,KatWaterflame,critrolestats
2461,marcechii,forgingmeanings
2462,theaceofhell,larn_draws
2463,sharedheadspace,critrolestats
2464,nothingoskar,arsequeef
2465,MissJennavyrH,matthewmercer
2466,otdderamin,wally_wests
2467,hamiltonvibe95,"criticalrole, dndbeyond"
2468,jae_gerbomb,
2469,SydneyRachel_,planarbindings
2470,VesperDeRolo,
2471,Pamapajama,
2472,JohanKrauser_II,
2473,ninefoxed,
2474,alpha3eards,"jdbcosplay, nahnahbanoonoo, annas"
2475,zebardbaird,
2476,maesburke,_bonne_justice_
2477,Faerie_Dragon,arsequeef
2478,doubting_t,"laurabaileyvo, samriegel"
2479,Mobius___Strip,"marisha_ray, laurabaileyvo, criticalrole"
2480,otdderamin,critrolestats
2481,griffesso,
2482,LabyrinthCat,
2483,Wally_Wests,
2484,nothingoskar,
2485,CritRoleStats,
2486,omalora,
2487,Giraffemonger,zephyri
2488,BadDiceBad,"demarcodraws, matthewmercer"
2489,Shirtless1,
2490,SydneyRachel_,planarbindings
2491,KyleWithAnN,
2492,BeardThePirate,drawsshits
2493,RobMiddlemas,orcbarbies
2494,KatWaterflame,critrolestats
2495,peachnewt,"ajillustrate, talksmachina"
2496,merkeiing,carolinethegeek
2497,AnnVera10,irishbastard23
2498,SydneyRachel_,planarbindings
2499,UHNGirl,wally_wests
2500,Drgnfly42,
2501,_Maihel,carolinethegeek
2502,craigACEIII,"criticalrole, willingblam, matthewmercer"
2503,jessterlavorre,
2504,merkeiing,critrolestats
2505,sea_laire,
2506,_Maihel,brianwfoster
2507,ellieasta,wally_wests
2508,peachnewt,"86thfloor, woodsmokewords, maker"
2509,MaskedDevera,
2510,dgbottom,
2511,halafell,
2512,CarnotLesbian,
2513,calebwidogast,
2514,ace_remus,ioanamuresanart
2515,lakeffectkids,
2516,settiai,
2517,3amepiphany,
2518,HarleyPan,"ashweezcosplay, criticalrole"
2519,zebardbaird,brianwfoster
2520,kmallura,
2521,HezaCatharine,"deephy_, criticalrole, willingblam, matthewmercer"
2522,slytherin42,"arsequeef, willingblam"
2523,ArtistSomeday,
2524,SydneyRachel_,planarbindings
2525,CritRoleStats,
2526,raeofsmiles95,
2527,ratherastory,ellieasta
2528,merkeiing,nothingoskar
2529,Wally_Wests,
2530,thatguythorfinr,"paulinasrosecos, babsdraws, marisha_ray, criticalrole, willingblam"
2531,KatWaterflame,critrolestats
2532,_Maihel,"doubting_t, laurabaileyvo, samriegel"
2533,merkeiing,wally_wests
2534,WagonAgeOregons,carnotlesbian
2535,sylviaviridian,
2536,ninefoxed,
2537,vonnie_bee,ruzgofdi
2538,tm_liza,"ajillustrate, talksmachina"
2539,WriterAfox,
2540,LittleBIue,
2541,PuffTheDargon,arsequeef
2542,lightweight_ix,arsequeef
2543,daerksiea,
2544,metzger_katie,
2545,CritRoleFanart,sailorhannibal
2546,Thamien,
2547,MaskedDevera,lindsayy529
2548,RuzgofDi,
2549,Silenced_Owl,rlinarts
2550,CritRoleFanart,bluebirddraws
2551,The_TBoyce,matthewmercer
2552,Drgnfly42,lakeffectkids
2553,metzger_katie,arsequeef
2554,zebardbaird,
2555,thetomatowriter,
2556,heirofsky,saturnberries
2557,Cheese_Ho12,"wastedwings, henrybarajas, criticalrole"
2558,SciGuyKai,criticalrole
2559,WagonAgeOregons,nothingoskar
2560,carolinethegeek,
2561,zebardbaird,"anthrbrcknafol, criticalrole, brianwfoster"
2562,CritRoleFaces,
2563,thanatos5150,
2564,Embar325_Writer,marisha_ray
2565,quietsnooze,triaelf9
2566,metzger_katie,
2567,CritRoleStats,
2568,WagonAgeOregons,ninefoxed
2569,Sebysayswisedom,ioanamuresanart
2570,tinysmallkitten,forgingmeanings
2571,BadDiceBad,pukaparade
2572,jesi_wood,"rebeccacjo, dndbeyond, voiceo"
2573,heirofsky,ioanamuresanart
2574,abbythecleric,nothingoskar
2575,8BitWhitt,ioanamuresanart
2576,astrarches,drawsshits
2577,aka_sarakas,
2578,Lavaporeon,kellyjoule
2579,Faerie_Dragon,saturnberries
2580,diskandphim,rlinarts
2581,BirdVentures,
2582,kmallura,
2583,ubergeekmalfoy,sunnyonice
2584,grrl_goth,"demarcodraws, matthewmercer"
2585,WagonAgeOregons,carolinethegeek
2586,thatguythorfinr,"evienchantress, babsdraws, marisha_ray, criticalrole, willingblam"
2587,d20_Syndicate,
2588,CritRoleStats,
2589,OffbeatWorlds,
2590,ninefoxed,lakeffectkids
2591,VaynardQwerty,"matthewmercer, critrolestats, criticalrole, willingblam"
2592,shinjitier,kellyjoule
2593,drsbello,
2594,SydneyRachel_,planarbindings
2595,azkabqnn,
2596,Slamjamthnkumam,deerlordhunter
2597,KatWaterflame,critrolestats
2598,Drgnfly42,"mobius___strip, marisha_ray, laurabaileyvo, criticalrole"
2599,KatWaterflame,critrolestats
2600,nothingoskar,
2601,ninefoxed,
2602,Benobi_219,
2603,megastarandroid,"kayncli, voiceofobrien"
2604,jae_gerbomb,
2605,alejalp97,quietsnooze
2606,The_TBoyce,
2607,berryreaction,
2608,3amepiphany,
2609,ShadowHaxon,"anodesu, voiceofobrien"
2610,AmethystJackal,sunnyonice
2611,Thamien,
2612,winterslex,
2613,quimachi,"matthewmercer, criticalrole"
2614,VesperDeRolo,
2615,ognachosquirrel,
2616,metzger_katie,
2617,KyleWithAnN,
2618,3amepiphany,
2619,raeofsmiles95,
2620,StarsOfGeminii,"jackalexrayns, 86thfloor, woodsmokewords, the_seamripper, makerandmusings, jdbcosplay, criticalrole, matthewmercer"
2621,ByronZibeck,zaceubank
2622,Kessherrakh,cobgoblin
2623,Occams_Lazer,
2624,nothingoskar,
2625,jessmightwork,
2626,knaveryesque,
2627,radioproxy,
2628,zebardbaird,
2629,Wally_Wests,
2630,serenityfails,
2631,Pamapajama,
2632,vonnie_bee,"carolinethegeek, samriegel, laurabaileyvo"
2633,Cybrwulf1201,
2634,KatWaterflame,
2635,MaskedDevera,
2636,j_veydt,
2637,ConnZombie,
2638,Benobi_219,
2639,UHNGirl,wally_wests
2640,winterslex,drsbello
2641,Roll4Critters,
2642,KyleWithAnN,
2643,Mugsyface,
2644,CritRoleStats,
2645,nebulaeon,
2646,zebardbaird,wally_wests
2647,chelsbells01,sketchingsprw
2648,angmarim,
2649,d20_Syndicate,criticalrole
2650,CaptainSwift11,"daphniarts, criticalrole"
2651,VioletVioIence,
2652,metzger_katie,
2653,cardboardmoose,
2654,KatWaterflame,critrolestats
2655,NotusLethe,
2656,insanekitty32,arsequeef
2657,joshuaelliott,
2658,settiai,voiceofobrien
2659,aidakjc,
2660,matte_bat_,
2661,halafell,
2662,batpriestess,
2663,whiteXblackrose,
2664,tbq_,voiceofobrien
2665,AvalancheUNITE,
2666,bluesainety,
2667,this_sauce,
2668,CaptSardonic,
2669,katieliccardo,
2670,etienne_richard,
2671,zebardbaird,kylewithann
2672,adiraagt,
2673,mirandapanda127,voiceofobrien
2674,euheinbixo,
2675,HeyTrucBidules,
2676,V3RTlC4L,"thatscarletmoth, voiceofobrien, criticalrole, hollyconrad, kayncli"
2677,Banymasimo,
2678,AllyeKatDraws,
2679,murderofcorvo,"critrolefaces, samr"
2680,otdderamin,
2681,3amepiphany,
2682,RuzgofDi,
2683,CritRoleStats,
2684,Faerie_Dragon,zephyri
2685,Arcyo,
2686,DaBeardedTavern,voiceofobrien
2687,rosebubss,
2688,Gretchen_A_K,
2689,TeaAndTails,voiceofobrien
2690,93418,voiceofobrien
2691,Dr_Hailey_Who,
2692,DentInYourHead1,
2693,growlslikeabear,
2694,DiscoVader01,
2695,WagonAgeOregons,
2696,the_gnome_nyx,
2697,AnnVera10,
2698,KyleWithAnN,nothingoskar
2699,3amepiphany,
2700,LabyrinthCat,
2701,JenniferAnneMoo,critrolestats
2702,TRSCP,
2703,artemyiss,
2704,rusmclaughlin,
2705,TheHissingMeat,
2706,Roll4Critters,critrolestats
2707,kernno_art,
2708,ubergeekmalfoy,toddkenreck
2709,MaskedDevera,notuslethe
2710,sea_laire,
2711,OtakuMutt,voiceofobrien
2712,Thunderbird3179,"criticalrole, takayuuki_art"
2713,murderofcorvo,arsequeef
2714,MagmaMagda,"astinstratoti, criticalrole"
2715,AEstMendacium,
2716,Thejourneyman66,marisha_ray
2717,carolinethegeek,
2718,kmallura,
2719,ArseQueef,executivegoth
2720,BarbBondVO,
2721,Ithi_Creative,
2722,rinzukodas,critrolestats
2723,daleytwin2,arsequeef
2724,enbycat,cait_w_candy
2725,vieraviglon,critrolestats
2726,shady_cactus,critrolestats
2727,otdderamin,
2728,Ulhaxen,critrolestats
2729,mirandapanda127,"arsequeef, executivegoth"
2730,true_katie_,rlinarts
2731,littlekone,rlinarts
2732,vonnie_bee,critrolestats
2733,demoncrows,"arsequeef, executivegoth"
2734,WagonAgeOregons,avalancheunite
2735,antivanruffles,"arsequeef, executivegoth"
2736,jigoku_nozomi,
2737,CritRoleFanart,offbeatworlds
2738,Elithemutt1,"hollyconrad, criticalrole, voiceofobrien, kayncli"
2739,WagonAgeOregons,halafell
2740,opininginplay,
2741,oldsneaksDND,
2742,metzger_katie,
2743,DeMarcoDraws,
2744,Faerie_Dragon,"ajillustrate, talksmachina"
2745,crashpixiepot,marisha_ray
2746,Arcaniphage,
2747,__ambermarie__,voiceofobrien
2748,DekuBits,
2749,kwansbf,forgingmeanings
2750,OtakuMutt,"arsequeef, executivegoth"
2751,PenOfSmiting,
2752,KyleWithAnN,"arsequeef, executivegoth"
2753,jigoku_nozomi,"arsequeef, executivegoth"
2754,DiceNDinosaurs,criticalrole
2755,_Maihel,voiceofobrien
2756,wistfulVulpine,critrolestats
2757,sparethedying,"arsequeef, executivegoth"
2758,orbit0424,
2759,KatWaterflame,
2760,adamzaninovich,"babsdraws, executivegoth"
2761,Archaes8,
2762,settiai,
2763,holdfeelings,"arsequeef, executivegoth"
2764,Banymasimo,
2765,yawgmothswill79,voiceofobrien
2766,d20_Syndicate,
2767,NixDajo,
2768,enbycat,critrolestats
2769,angmarim,
2770,dante_alicheery,
2771,kernno_art,
2772,MaskedDevera,
2773,_Maihel,artemyiss
2774,jae_gerbomb,
2775,HippieGeekGirl,"arsequeef, executivegoth"
2776,V3RTlC4L,"kayncli, thatscarletmoth, voiceofobrien, criticalrole, hollyconrad"
2777,sj_martin,
2778,katyfaise,"arsequeef, executivegoth"
2779,CritRoleStats,
2780,SilentPoet27,
2781,LOSO309,voiceofobrien
2782,law72499,voiceofobrien
2783,islanderscaper,dante_alicheery
2784,jigoku_nozomi,matte_bat_
2785,Riverdog_,"pxelslayer, marisha_ray"
2786,HelsenSM,trscp
2787,KatWaterflame,critrolestats
2788,HelsenSM,otdderamin
2789,jigoku_nozomi,brianwfoster
2790,halafell,
2791,ChuggleDBugl,"arsequeef, executivegoth"
2792,cordinbleu,kylewithann
2793,jununyx,trscp
2794,HalfElfMage,"arsequeef, executivegoth"
2795,thomicks,"kayncli, voiceofobrien"
2796,Drgnfly42,
2797,DaveEngler,
2798,NatThePaladin,voiceofobrien
2799,Faerie_Dragon,sunnyonice
2800,BiancaKeylime,cobgoblin
2801,theintrovertDM,voiceofobrien
2802,__ambermarie__,nothingoskar
2803,WelcomeDungeon,"wizards_dnd, criticalrole, matthewmercer"
2804,huffleswag98,"hollyconrad, criticalrole, voiceofobrien, kayncli"
2805,yourordinaryman,
2806,erisperitas,
2807,KatWaterflame,"arsequeef, executivegoth"
2808,sams_mug,"katwaterflame, sams_mug"
2809,CritRoleFanart,demarcodraws
2810,lanesandsparks,critrolestats
2811,ellieasta,wally_wests
2812,WagonAgeOregons,
2813,ukechan310,arsequeef
2814,PencilDoodle,"hollyconrad, criticalrole, voiceofobrien, kayncli"
2815,lanesandsparks,critrolestats
2816,NomeDaBarbarian,
2817,charredwinters,
2818,calebwidogast,"arsequeef, executivegoth"
2819,Yonderlynowhere,hackedmotionart
2820,Thymbraeus,"arsequeef, executivegoth"
2821,SchemersRemnant,"arsequeef, executivegoth"
2822,APigeonKing,
2823,mik32802,ioanamuresanart
2824,Benobi_219,
2825,angylai,thevulcansalute
2826,jacelevine,"hollyconrad, criticalrole, voiceofobrien, kayncli"
2827,3dTanny,arsequeef
2828,sparethedying,critrolestats
2829,CritRoleStats,
2830,Pudge_Muffin,katethuggins
2831,MeghanGadd1,critrolestats
2832,Dafnier,"pxelslayer, marisha_ray"
2833,kahruveldesign,
2834,vic_squared_,
2835,mctarbear,malirot_
2836,HalfElfMage,critrolestats
2837,Vi1ukissa,"arsequeef, executivegoth"
2838,sammy55431,
2839,Caeodos1,"criticalrole, dndbeyond"
2840,HalfElfMage,"arsequeef, executivegoth"
2841,TriaElf9,"quietsnooze, triaelf9"
2842,DnDTweets,"criticalrole, dndbeyond"
2843,kaydens_corner_,arsequeef
2844,ellieasta,wagonageoregons
2845,KatWaterflame,critrolestats
2846,mik32802,critrolememes
2847,angylai,criticalrole
2848,radioproxy,"arsequeef, executivegoth"
2849,Mugsyface,"arsequeef, executivegoth"
2850,notdevinclark,"adamzaninovich, babsdraws, executivegoth"
2851,AnnVera10,
2852,cactusnuts,oldsneaksdnd
2853,viet_bit,"arsequeef, executivegoth"
2854,Nightmare_KD,ruushes
2855,Scanbotrickfoot,arsequeef
2856,stripeytail,"justinmcelroy, criticalrole"
2857,HelsenSM,angmarim
2858,FiliSosik,"arsequeef, executivegoth"
2859,RuzgofDi,
2860,Lanternman2814,critrolestats
2861,tatraas,ioanamuresanart
2862,azkabqnn,
2863,Scanbotrickfoot,"arsequeef, executivegoth"
2864,ellieasta,avalancheunite
2865,duskrogue,"hollyconrad, criticalrole, voiceofobrien, kayncli"
2866,shotofdepresso,"kayncli, voiceofobrien"
2867,chelsbells01,sketchingsprw
2868,yeehawrin,
2869,NixDajo,angmarim
2870,felandaris,
2871,wevecometohug,angmarim
2872,aimoahmed,
2873,CriticalRole,
2874,acegsb,shawnali_draws
2875,bloominggroves,
2876,Stukovfortytwo,
2877,bloominggroves,
2878,space__hippo,
2879,bottled_angel,criticalrole
2880,glitzandshadows,criticalrole
2881,otdderamin,"arsequeef, executivegoth"
2882,Traviepooo,"critrolefaces, matthewmercer, w"
2883,thatgayraven,criticalrole
2884,Jimersion,criticalrole
2885,DailyTaliesin,"arsequeef, executivegoth"
2886,space__hippo,criticalrole
2887,lindseymarie713,"diebreado1, amiephotos"
2888,AstinStratoti,"magmamagda, criticalrole"
2889,fishandswallow,criticalrole
2890,thedrunkpenguin,criticalrole
2891,nottanycritter,criticalrole
2892,yeehawrin,criticalrole
2893,QuietKR,criticalrole
2894,ninefoxed,criticalrole
2895,AislingIsobel,criticalrole
2896,calebwidogast,
2897,noodledragons,criticalrole
2898,Dancewithme5678,criticalrole
2899,squid_sarah,criticalrole
2900,mythik256,criticalrole
2901,Chyanime,"quietsnooze, triaelf9"
2902,MikazeRoa,criticalrole
2903,4evrryounggg,"criticalrole, voiceofobrien"
2904,dorkchops,criticalrole
2905,HalfElfMage,criticalrole
2906,tonitweetsdnd,"law72499, voiceofobrien"
2907,cotton_tonic,larn_draws
2908,settiai,
2909,CritRoleStats,
2910,morbidsmplicity,criticalrole
2911,VesperDeRolo,
2912,ArkosPyre,criticalrole
2913,windrivver,criticalrole
2914,whiteowlsmith6,"criticalrole, voiceofobrien"
2915,heythistlewitch,criticalrole
2916,JenniferAnneMoo,criticalrole
2917,seduceusclay,criticalrole
2918,ourdivineashes,drawsshits
2919,daerksiea,criticalrole
2920,x_SHIBUYA_x,criticalrole
2921,dorkchops,"arsequeef, executivegoth"
2922,KatWaterflame,critrolestats
2923,jigoku_nozomi,criticalrole
2924,otdderamin,demarcodraws
2925,raindapple,"criticalrole, voiceofobrien"
2926,wistfulVulpine,criticalrole
2927,TheSkittlesPink,criticalrole
2928,RebeccaCJo,"criticalrole, voiceofobrien"
2929,carolinethegeek,
2930,JareDave,"criticalrole, diablo"
2931,NotusLethe,
2932,vonnie_bee,otdderamin
2933,Ray_vanity_,criticalrole
2934,dgbottom,"criticalrole, voiceofobrien"
2935,Higolx,"criticalrole, voiceofobrien"
2936,mercy_neutral,criticalrole
2937,KetsyCola,criticalrole
2938,FonnGraenas,criticalrole
2939,tipsydeity,criticalrole
2940,kmdalts,criticalrole
2941,fjordescape,planarbindings
2942,gwaggy12,"criticalrole, voiceofobrien"
2943,luckykosmos,criticalrole
2944,sparethedying,criticalrole
2945,ryuutroll,settiai
2946,otdderamin,erisperitas
2947,capn_madd_katt,
2948,ahegaolove,"criticalrole, voiceofobrien"
2949,true_katie_,fl0werb0ys
2950,donolor11,voiceofobrien
2951,RobertTheLore,rlinarts
2952,Higolx,criticalrole
2953,AEstMendacium,"arsequeef, executivegoth"
2954,joshsauter587,criticalrole
2955,WagonAgeOregons,vesperderolo
2956,Mugsyface,criticalrole
2957,RodHdez6,"matthewmercer, jessolaurus, itsginnydi, daniellegrace__, willingblam, criticalrole"
2958,maesburke,kingcael
2959,Noxspear,criticalrole
2960,KatWaterflame,notuslethe
